0.00E+00,-2.23E+01,8.36E+01
3.34E-02,-2.14E+01,8.36E+01
6.67E-02,-3.07E+01,8.17E+01
1.00E-01,-3.34E+01,8.27E+01
1.33E-01,-3.34E+01,8.17E+01
1.67E-01,-3.62E+01,7.80E+01
2.00E-01,-4.27E+01,7.90E+01
2.34E-01,-4.46E+01,7.25E+01
2.67E-01,-4.64E+01,7.15E+01
3.00E-01,-5.11E+01,7.15E+01
3.34E-01,-6.13E+01,7.06E+01
3.67E-01,-6.50E+01,6.41E+01
4.00E-01,-6.78E+01,5.57E+01
4.34E-01,-7.52E+01,5.85E+01
4.67E-01,-7.99E+01,4.92E+01
5.01E-01,-8.17E+01,3.90E+01
5.34E-01,-8.64E+01,3.16E+01
5.67E-01,-9.10E+01,2.23E+01
6.01E-01,-1.00E+02,1.39E+01
6.34E-01,-9.94E+01,-9.29E-01
6.67E-01,-9.85E+01,-1.21E+01
7.01E-01,-9.66E+01,-2.04E+01
7.34E-01,-9.10E+01,-3.25E+01
7.67E-01,-8.27E+01,-4.74E+01
8.01E-01,-7.71E+01,-5.94E+01
8.34E-01,-6.60E+01,-7.52E+01
8.68E-01,-5.29E+01,-8.45E+01
9.01E-01,-3.81E+01,-8.36E+01
9.34E-01,-1.76E+01,-9.38E+01
9.68E-01,-9.29E-01,-9.01E+01
1.00E+00,1.39E+01,-9.01E+01
1.03E+00,3.25E+01,-8.45E+01
1.07E+00,5.29E+01,-7.43E+01
1.10E+00,6.22E+01,-7.34E+01
1.13E+00,6.78E+01,-5.39E+01
1.17E+00,7.25E+01,-4.09E+01
1.20E+00,7.99E+01,-2.69E+01
1.23E+00,8.36E+01,-8.36E+00
1.27E+00,7.99E+01,-2.79E+00
1.30E+00,7.52E+01,6.50E+00
1.33E+00,7.43E+01,1.76E+01
1.37E+00,7.52E+01,2.97E+01
1.40E+00,7.15E+01,3.99E+01
1.43E+00,6.69E+01,4.37E+01
1.47E+00,5.29E+01,4.64E+01
1.50E+00,5.20E+01,5.02E+01
1.53E+00,5.02E+01,5.57E+01
1.57E+00,4.18E+01,5.76E+01
1.60E+00,3.99E+01,5.85E+01
1.63E+00,3.72E+01,6.32E+01
1.67E+00,3.44E+01,7.15E+01
1.70E+00,2.88E+01,6.78E+01
1.74E+00,2.23E+01,7.06E+01
1.77E+00,2.23E+01,7.34E+01
1.80E+00,1.95E+01,7.15E+01
