1.84E+00,1.49E+01,7.80E+01
1.87E+00,1.11E+01,7.71E+01
1.90E+00,8.36E+00,7.80E+01
1.94E+00,4.64E+00,7.80E+01
1.97E+00,2.79E+00,7.80E+01
2.00E+00,9.29E-01,7.71E+01
2.04E+00,0.00E+00,7.71E+01
2.07E+00,-4.64E+00,7.52E+01
2.10E+00,-8.36E+00,7.80E+01
2.14E+00,-9.29E+00,7.34E+01
2.17E+00,-1.21E+01,7.43E+01
2.20E+00,-1.95E+01,7.90E+01
2.24E+00,-2.14E+01,7.99E+01
2.27E+00,-2.23E+01,8.08E+01
2.30E+00,-2.51E+01,8.08E+01
2.34E+00,-3.16E+01,7.90E+01
2.37E+00,-3.81E+01,7.71E+01
2.40E+00,-3.99E+01,7.90E+01
2.44E+00,-4.64E+01,7.43E+01
2.47E+00,-5.11E+01,6.78E+01
2.50E+00,-5.76E+01,7.80E+01
2.54E+00,-5.94E+01,6.78E+01
2.57E+00,-5.94E+01,5.67E+01
2.60E+00,-6.97E+01,5.57E+01
2.64E+00,-7.34E+01,4.64E+01
2.67E+00,-8.36E+01,3.81E+01
2.70E+00,-8.73E+01,3.16E+01
2.74E+00,-9.10E+01,2.51E+01
2.77E+00,-9.57E+01,1.58E+01
2.80E+00,-9.66E+01,1.86E+00
2.84E+00,-9.47E+01,-9.29E+00
2.87E+00,-9.57E+01,-2.51E+01
2.90E+00,-9.10E+01,-3.62E+01
2.94E+00,-8.82E+01,-5.11E+01
2.97E+00,-7.90E+01,-6.32E+01
3.00E+00,-7.25E+01,-7.62E+01
3.04E+00,-5.48E+01,-8.92E+01
3.07E+00,-4.18E+01,-9.94E+01
3.10E+00,-2.14E+01,-1.07E+02
3.14E+00,5.57E+00,-1.00E+02
3.17E+00,2.32E+01,-9.85E+01
3.20E+00,4.37E+01,-8.45E+01
3.24E+00,5.39E+01,-8.27E+01
3.27E+00,6.22E+01,-6.60E+01
3.30E+00,6.78E+01,-5.67E+01
3.34E+00,7.43E+01,-4.37E+01
3.37E+00,8.45E+01,-2.32E+01
3.40E+00,8.55E+01,-1.02E+01
3.44E+00,8.36E+01,0.00E+00
3.47E+00,7.90E+01,8.36E+00
3.50E+00,7.71E+01,2.32E+01
3.54E+00,7.43E+01,2.88E+01
3.57E+00,7.34E+01,3.62E+01
3.60E+00,6.87E+01,4.27E+01
3.64E+00,6.22E+01,5.11E+01
3.67E+00,5.48E+01,5.02E+01
3.70E+00,4.37E+01,5.57E+01
3.74E+00,4.64E+01,6.32E+01
3.77E+00,4.27E+01,6.32E+01
3.80E+00,3.81E+01,6.60E+01
3.84E+00,2.97E+01,6.87E+01
3.87E+00,2.60E+01,6.78E+01
3.90E+00,2.60E+01,7.80E+01
3.94E+00,2.04E+01,7.62E+01
3.97E+00,1.86E+01,7.90E+01
4.00E+00,1.58E+01,7.90E+01
4.04E+00,1.30E+01,7.99E+01
4.07E+00,9.29E+00,8.17E+01
4.10E+00,5.57E+00,8.17E+01
4.14E+00,-1.86E+00,8.55E+01
4.17E+00,-4.64E+00,8.17E+01
4.20E+00,-5.57E+00,7.71E+01
4.24E+00,-1.02E+01,8.27E+01
4.27E+00,-1.76E+01,7.99E+01
4.30E+00,-1.76E+01,7.90E+01
4.34E+00,-2.69E+01,8.55E+01
4.37E+00,-2.79E+01,7.99E+01
4.40E+00,-3.53E+01,8.08E+01
4.44E+00,-3.90E+01,7.99E+01
4.47E+00,-4.37E+01,7.52E+01
4.50E+00,-5.20E+01,7.43E+01
4.54E+00,-5.67E+01,7.34E+01
4.57E+00,-5.85E+01,6.78E+01
4.60E+00,-6.60E+01,5.94E+01
4.64E+00,-7.25E+01,5.39E+01
4.67E+00,-7.99E+01,4.74E+01
4.70E+00,-8.27E+01,4.09E+01
4.74E+00,-8.92E+01,3.07E+01
4.77E+00,-9.47E+01,2.23E+01
4.80E+00,-9.94E+01,6.50E+00
4.84E+00,-1.01E+02,-7.43E+00
4.87E+00,-1.00E+02,-2.04E+01
4.90E+00,-9.85E+01,-3.34E+01
4.94E+00,-9.29E+01,-4.74E+01
4.97E+00,-8.82E+01,-6.50E+01
5.01E+00,-7.71E+01,-7.25E+01
5.04E+00,-5.39E+01,-8.55E+01
5.07E+00,-4.18E+01,-9.29E+01
5.11E+00,-2.32E+01,-9.85E+01
5.14E+00,0.00E+00,-9.20E+01
5.17E+00,1.02E+01,-8.64E+01
5.21E+00,2.42E+01,-9.38E+01
5.24E+00,4.27E+01,-8.36E+01
5.27E+00,6.04E+01,-7.90E+01
5.31E+00,6.97E+01,-6.78E+01
5.34E+00,8.17E+01,-5.76E+01
5.37E+00,7.99E+01,-4.18E+01
5.41E+00,8.73E+01,-3.62E+01
5.44E+00,1.02E+02,-2.23E+01
5.47E+00,1.03E+02,-1.11E+01
5.51E+00,1.07E+02,9.29E-01
5.54E+00,1.04E+02,1.30E+01
5.57E+00,1.01E+02,1.76E+01
5.61E+00,1.10E+02,2.97E+01
5.64E+00,1.07E+02,3.81E+01
