0.00E+00,-1.49E+01,4.27E+01
3.34E-02,-1.67E+01,4.18E+01
6.67E-02,-1.67E+01,4.09E+01
1.00E-01,-1.76E+01,4.09E+01
1.33E-01,-1.86E+01,3.99E+01
1.67E-01,-2.04E+01,3.90E+01
2.00E-01,-2.23E+01,3.90E+01
2.34E-01,-2.42E+01,3.90E+01
2.67E-01,-2.79E+01,3.72E+01
3.00E-01,-2.97E+01,3.62E+01
3.34E-01,-3.16E+01,3.62E+01
3.67E-01,-3.44E+01,3.44E+01
4.00E-01,-3.81E+01,3.07E+01
4.34E-01,-3.90E+01,2.79E+01
4.67E-01,-3.90E+01,2.51E+01
5.01E-01,-4.27E+01,1.95E+01
5.34E-01,-4.37E+01,1.49E+01
5.67E-01,-4.46E+01,1.11E+01
6.01E-01,-4.64E+01,5.57E+00
6.34E-01,-4.83E+01,-1.86E+00
6.67E-01,-4.83E+01,-8.36E+00
7.01E-01,-4.74E+01,-1.67E+01
7.34E-01,-4.55E+01,-2.14E+01
7.67E-01,-3.90E+01,-2.88E+01
8.01E-01,-3.25E+01,-3.99E+01
8.34E-01,-2.97E+01,-4.37E+01
8.68E-01,-2.14E+01,-4.83E+01
9.01E-01,-1.02E+01,-5.11E+01
9.34E-01,-2.79E+00,-5.02E+01
9.68E-01,3.72E+00,-5.20E+01
1.00E+00,1.02E+01,-4.64E+01
1.03E+00,1.58E+01,-4.09E+01
1.07E+00,2.42E+01,-3.99E+01
1.10E+00,3.44E+01,-4.55E+01
1.13E+00,3.62E+01,-3.72E+01
1.17E+00,4.09E+01,-3.53E+01
1.20E+00,4.27E+01,-2.79E+01
1.23E+00,3.90E+01,-1.86E+01
1.27E+00,3.72E+01,-1.39E+01
1.30E+00,4.27E+01,-7.43E+00
1.33E+00,4.27E+01,9.29E-01
1.37E+00,3.90E+01,8.36E+00
1.40E+00,3.44E+01,1.67E+01
1.43E+00,3.16E+01,2.32E+01
1.47E+00,2.69E+01,3.07E+01
1.50E+00,2.14E+01,3.16E+01
1.53E+00,1.95E+01,3.62E+01
1.57E+00,1.21E+01,3.53E+01
1.60E+00,1.11E+01,3.53E+01
1.63E+00,7.43E+00,4.09E+01
1.67E+00,5.57E+00,4.18E+01
1.70E+00,4.64E+00,4.55E+01
1.74E+00,3.72E+00,4.37E+01
1.77E+00,2.79E+00,4.37E+01
1.80E+00,0.00E+00,4.46E+01
1.84E+00,-2.79E+00,4.55E+01
1.87E+00,-4.64E+00,3.81E+01
1.90E+00,-4.64E+00,3.81E+01
1.94E+00,-6.50E+00,3.81E+01
1.97E+00,-6.50E+00,3.62E+01
2.00E+00,-8.36E+00,3.72E+01
2.04E+00,-1.02E+01,3.81E+01
2.07E+00,-1.11E+01,3.62E+01
2.10E+00,-1.11E+01,3.44E+01
2.14E+00,-1.67E+01,3.81E+01
2.17E+00,-1.58E+01,3.90E+01
2.20E+00,-1.58E+01,3.62E+01
2.24E+00,-1.58E+01,3.53E+01
2.27E+00,-1.58E+01,3.34E+01
2.30E+00,-1.76E+01,3.34E+01
2.34E+00,-1.95E+01,3.25E+01
2.37E+00,-2.32E+01,3.07E+01
2.40E+00,-2.42E+01,3.34E+01
2.44E+00,-2.42E+01,2.97E+01
2.47E+00,-2.79E+01,3.16E+01
2.50E+00,-2.97E+01,3.07E+01
2.54E+00,-3.16E+01,2.88E+01
2.57E+00,-3.90E+01,2.42E+01
2.60E+00,-3.90E+01,2.23E+01
2.64E+00,-3.90E+01,2.14E+01
2.67E+00,-3.90E+01,1.76E+01
2.70E+00,-4.27E+01,1.30E+01
2.74E+00,-4.37E+01,7.43E+00
2.77E+00,-4.46E+01,4.64E+00
2.80E+00,-4.55E+01,9.29E-01
2.84E+00,-4.55E+01,-7.43E+00
2.87E+00,-4.64E+01,-1.58E+01
2.90E+00,-4.27E+01,-2.32E+01
2.94E+00,-3.81E+01,-3.07E+01
2.97E+00,-3.44E+01,-3.44E+01
3.00E+00,-2.97E+01,-4.46E+01
3.04E+00,-1.49E+01,-5.29E+01
3.07E+00,-7.43E+00,-5.20E+01
3.10E+00,-1.86E+00,-5.11E+01
3.14E+00,9.29E+00,-5.02E+01
3.17E+00,1.49E+01,-4.64E+01
