3.10E+00,-6.12E-01,-1.18E-01
3.14E+00,-5.95E-01,-1.80E-01
3.17E+00,-5.68E-01,-2.95E-01
3.20E+00,-5.24E-01,-3.39E-01
3.24E+00,-5.33E-01,-4.98E-01
3.27E+00,-4.71E-01,-6.04E-01
3.30E+00,-3.47E-01,-6.92E-01
3.34E+00,-2.06E-01,-7.36E-01
3.37E+00,-6.44E-02,-7.10E-01
3.40E+00,-2.02E-02,-7.36E-01
3.44E+00,9.46E-02,-7.19E-01
3.47E+00,2.09E-01,-6.66E-01
3.50E+00,2.54E-01,-6.21E-01
3.54E+00,3.24E-01,-5.51E-01
3.57E+00,4.04E-01,-5.51E-01
3.60E+00,4.39E-01,-5.07E-01
3.64E+00,4.83E-01,-4.18E-01
3.67E+00,4.48E-01,-3.03E-01
3.70E+00,4.57E-01,-2.68E-01
3.74E+00,4.83E-01,-1.53E-01
3.77E+00,5.01E-01,-1.09E-01
3.80E+00,4.75E-01,-2.95E-02
3.84E+00,4.13E-01,5.88E-02
3.87E+00,4.04E-01,1.56E-01
3.90E+00,3.42E-01,2.27E-01
3.94E+00,2.71E-01,2.97E-01
3.97E+00,2.45E-01,3.68E-01
4.00E+00,2.18E-01,4.03E-01
4.04E+00,1.74E-01,4.03E-01
4.07E+00,1.30E-01,4.48E-01
4.10E+00,6.81E-02,4.83E-01
4.14E+00,4.16E-02,4.74E-01
4.17E+00,4.16E-02,4.92E-01
4.20E+00,-3.79E-02,5.27E-01
4.24E+00,-2.02E-02,5.36E-01
4.27E+00,-4.67E-02,5.18E-01
4.30E+00,-7.32E-02,5.09E-01
4.34E+00,-8.21E-02,5.01E-01
4.37E+00,-1.26E-01,4.92E-01
4.40E+00,-1.26E-01,4.39E-01
4.44E+00,-1.62E-01,4.39E-01
4.47E+00,-1.62E-01,4.48E-01
4.50E+00,-1.88E-01,4.21E-01
4.54E+00,-1.88E-01,4.39E-01
4.57E+00,-2.15E-01,3.95E-01
4.60E+00,-2.32E-01,4.03E-01
4.64E+00,-2.94E-01,4.30E-01
4.67E+00,-2.68E-01,3.95E-01
4.70E+00,-3.56E-01,4.30E-01
4.74E+00,-3.29E-01,3.86E-01
4.77E+00,-3.47E-01,3.59E-01
4.80E+00,-3.74E-01,3.15E-01
4.84E+00,-4.09E-01,2.89E-01
4.87E+00,-4.00E-01,2.89E-01
4.90E+00,-4.44E-01,2.36E-01
4.94E+00,-4.71E-01,2.00E-01
4.97E+00,-4.97E-01,2.18E-01
5.01E+00,-5.15E-01,1.56E-01
5.04E+00,-5.50E-01,6.77E-02
5.07E+00,-6.03E-01,-3.00E-03
5.11E+00,-6.03E-01,-8.25E-02
5.14E+00,-5.77E-01,-1.71E-01
5.17E+00,-6.03E-01,-2.68E-01
5.21E+00,-5.95E-01,-3.65E-01
5.24E+00,-5.77E-01,-4.45E-01
5.27E+00,-5.24E-01,-5.15E-01
5.31E+00,-4.62E-01,-6.13E-01
5.34E+00,-3.03E-01,-6.92E-01
5.37E+00,-2.32E-01,-6.83E-01
5.41E+00,-4.67E-02,-7.27E-01
5.44E+00,1.51E-02,-7.45E-01
5.47E+00,1.48E-01,-7.36E-01
