0.00E+00,-1.87E-01,4.92E-01
3.34E-02,-1.99E-01,4.68E-01
6.67E-02,-1.87E-01,4.57E-01
1.00E-01,-1.99E-01,4.57E-01
1.33E-01,-2.11E-01,4.45E-01
1.67E-01,-1.99E-01,4.21E-01
2.00E-01,-2.22E-01,4.21E-01
2.34E-01,-2.11E-01,4.21E-01
2.67E-01,-2.22E-01,4.10E-01
3.00E-01,-2.34E-01,3.86E-01
3.34E-01,-2.46E-01,4.10E-01
3.67E-01,-2.69E-01,4.21E-01
4.00E-01,-2.69E-01,4.21E-01
4.34E-01,-2.93E-01,4.10E-01
4.67E-01,-3.16E-01,3.98E-01
5.01E-01,-3.40E-01,3.86E-01
5.34E-01,-3.28E-01,3.63E-01
5.67E-01,-3.63E-01,3.98E-01
6.01E-01,-3.75E-01,3.63E-01
6.34E-01,-3.86E-01,3.28E-01
6.67E-01,-3.98E-01,3.04E-01
7.01E-01,-4.33E-01,2.93E-01
7.34E-01,-4.53E-01,2.53E-01
7.67E-01,-4.97E-01,2.09E-01
8.01E-01,-5.06E-01,1.56E-01
8.34E-01,-5.50E-01,1.21E-01
8.68E-01,-5.95E-01,3.23E-02
9.01E-01,-5.86E-01,-3.83E-02
9.34E-01,-5.95E-01,-1.27E-01
9.68E-01,-5.86E-01,-1.97E-01
1.00E+00,-6.03E-01,-2.95E-01
1.03E+00,-5.77E-01,-3.83E-01
1.07E+00,-5.59E-01,-5.15E-01
1.10E+00,-4.53E-01,-5.68E-01
1.13E+00,-3.65E-01,-6.39E-01
1.17E+00,-2.15E-01,-6.74E-01
1.20E+00,-1.09E-01,-7.63E-01
1.23E+00,-6.44E-02,-6.74E-01
1.27E+00,7.70E-02,-6.83E-01
1.30E+00,1.74E-01,-6.30E-01
1.33E+00,2.18E-01,-6.21E-01
1.37E+00,3.16E-01,-6.04E-01
1.40E+00,3.95E-01,-5.86E-01
1.43E+00,4.48E-01,-5.33E-01
1.47E+00,4.66E-01,-4.36E-01
1.50E+00,5.01E-01,-3.74E-01
1.53E+00,5.19E-01,-3.12E-01
1.57E+00,5.36E-01,-2.06E-01
1.60E+00,5.10E-01,-1.18E-01
1.63E+00,4.92E-01,-3.83E-02
1.67E+00,4.66E-01,5.88E-02
1.70E+00,4.04E-01,1.74E-01
1.74E+00,3.69E-01,2.18E-01
1.77E+00,3.07E-01,2.62E-01
1.80E+00,2.27E-01,3.33E-01
1.84E+00,2.01E-01,3.86E-01
1.87E+00,1.74E-01,4.21E-01
1.90E+00,1.48E-01,4.21E-01
1.94E+00,9.46E-02,4.65E-01
1.97E+00,5.93E-02,5.01E-01
2.00E+00,3.28E-02,4.83E-01
2.04E+00,2.39E-02,4.83E-01
2.07E+00,6.27E-03,5.18E-01
2.10E+00,-2.02E-02,5.62E-01
2.14E+00,-5.56E-02,5.71E-01
2.17E+00,-4.67E-02,5.45E-01
2.20E+00,-6.44E-02,5.45E-01
2.24E+00,-9.98E-02,5.62E-01
2.27E+00,-9.98E-02,5.54E-01
2.30E+00,-1.44E-01,5.54E-01
2.34E+00,-1.26E-01,5.01E-01
2.37E+00,-1.70E-01,4.92E-01
2.40E+00,-1.79E-01,4.83E-01
2.44E+00,-1.88E-01,4.56E-01
2.47E+00,-1.79E-01,4.56E-01
2.50E+00,-2.15E-01,4.48E-01
2.54E+00,-2.06E-01,4.39E-01
2.57E+00,-2.41E-01,4.30E-01
2.60E+00,-2.50E-01,4.21E-01
2.64E+00,-2.68E-01,4.03E-01
2.67E+00,-3.21E-01,4.21E-01
2.70E+00,-3.38E-01,3.95E-01
2.74E+00,-3.38E-01,3.86E-01
2.77E+00,-3.56E-01,3.33E-01
2.80E+00,-4.00E-01,3.59E-01
2.84E+00,-4.44E-01,3.15E-01
2.87E+00,-4.44E-01,2.71E-01
2.90E+00,-4.44E-01,2.18E-01
2.94E+00,-5.50E-01,2.18E-01
2.97E+00,-5.24E-01,1.56E-01
3.00E+00,-5.95E-01,1.21E-01
3.04E+00,-6.03E-01,1.47E-02
3.07E+00,-5.95E-01,-2.95E-02
