"0.000000000E0,-1.486211901E1,4.272859216E1"
"3.336666667E-2,-1.671988389E1,4.179970972E1"
"6.673333333E-2,-1.671988389E1,4.087082729E1"
"1.001000000E-1,-1.764876633E1,4.087082729E1"
"1.334666667E-1,-1.857764877E1,3.994194485E1"
"1.668333333E-1,-2.043541364E1,3.901306241E1"
"2.002000000E-1,-2.229317852E1,3.901306241E1"
"2.335666667E-1,-2.415094340E1,3.901306241E1"
"2.669333333E-1,-2.786647315E1,3.715529753E1"
"3.003000000E-1,-2.972423803E1,3.622641509E1"
"3.336666667E-1,-3.158200290E1,3.622641509E1"
"3.670333333E-1,-3.436865022E1,3.436865022E1"
"4.004000000E-1,-3.808417997E1,3.065312046E1"
"4.337666667E-1,-3.901306241E1,2.786647315E1"
"4.671333333E-1,-3.901306241E1,2.507982583E1"
"5.005000000E-1,-4.272859216E1,1.950653120E1"
"5.338666667E-1,-4.365747460E1,1.486211901E1"
"5.672333333E-1,-4.458635704E1,1.114658926E1"
"6.006000000E-1,-4.644412192E1,5.573294630E0"
"6.339666667E-1,-4.830188679E1,-1.857764877E0"
"6.673333333E-1,-4.830188679E1,-8.359941945E0"
"7.007000000E-1,-4.737300435E1,-1.671988389E1"
"7.340666667E-1,-4.551523948E1,-2.136429608E1"
"7.674333333E-1,-3.901306241E1,-2.879535559E1"
"8.008000000E-1,-3.251088534E1,-3.994194485E1"
"8.341666667E-1,-2.972423803E1,-4.365747460E1"
"8.675333333E-1,-2.136429608E1,-4.830188679E1"
"9.009000000E-1,-1.021770682E1,-5.108853411E1"
"9.342666667E-1,-2.786647315E0,-5.015965167E1"
"9.676333333E-1,3.715529753E0,-5.201741655E1"
"1.001000000E0,1.021770682E1,-4.644412192E1"
"1.034366667E0,1.579100145E1,-4.087082729E1"
"1.067733333E0,2.415094340E1,-3.994194485E1"
"1.101100000E0,3.436865022E1,-4.551523948E1"
"1.134466667E0,3.622641509E1,-3.715529753E1"
"1.167833333E0,4.087082729E1,-3.529753266E1"
"1.201200000E0,4.272859216E1,-2.786647315E1"
"1.234566667E0,3.901306241E1,-1.857764877E1"
"1.267933333E0,3.715529753E1,-1.393323657E1"
"1.301300000E0,4.272859216E1,-7.431059507E0"
"1.334666667E0,4.272859216E1,9.288824383E-1"
"1.368033333E0,3.901306241E1,8.359941945E0"
"1.401400000E0,3.436865022E1,1.671988389E1"
"1.434766667E0,3.158200290E1,2.322206096E1"
"1.468133333E0,2.693759071E1,3.065312046E1"
"1.501500000E0,2.136429608E1,3.158200290E1"
"1.534866667E0,1.950653120E1,3.622641509E1"
"1.568233333E0,1.207547170E1,3.529753266E1"
"1.601600000E0,1.114658926E1,3.529753266E1"
"1.634966667E0,7.431059507E0,4.087082729E1"
"1.668333333E0,5.573294630E0,4.179970972E1"
"1.701700000E0,4.644412192E0,4.551523948E1"
"1.735066667E0,3.715529753E0,4.365747460E1"
"1.768433333E0,2.786647315E0,4.365747460E1"
"1.801800000E0,0.000000000E0,4.458635704E1"
"1.835166667E0,-2.786647315E0,4.551523948E1"
"1.868533333E0,-4.644412192E0,3.808417997E1"
"1.901900000E0,-4.644412192E0,3.808417997E1"
"1.935266667E0,-6.502177068E0,3.808417997E1"
"1.968633333E0,-6.502177068E0,3.622641509E1"
"2.002000000E0,-8.359941945E0,3.715529753E1"
"2.035366667E0,-1.021770682E1,3.808417997E1"
"2.068733333E0,-1.114658926E1,3.622641509E1"
"2.102100000E0,-1.114658926E1,3.436865022E1"
"2.135466667E0,-1.671988389E1,3.808417997E1"
"2.168833333E0,-1.579100145E1,3.901306241E1"
"2.202200000E0,-1.579100145E1,3.622641509E1"
"2.235566667E0,-1.579100145E1,3.529753266E1"
"2.268933333E0,-1.579100145E1,3.343976778E1"
"2.302300000E0,-1.764876633E1,3.343976778E1"
"2.335666667E0,-1.950653120E1,3.251088534E1"
"2.369033333E0,-2.322206096E1,3.065312046E1"
"2.402400000E0,-2.415094340E1,3.343976778E1"
"2.435766667E0,-2.415094340E1,2.972423803E1"
"2.469133333E0,-2.786647315E1,3.158200290E1"
"2.502500000E0,-2.972423803E1,3.065312046E1"
"2.535866667E0,-3.158200290E1,2.879535559E1"
"2.569233333E0,-3.901306241E1,2.415094340E1"
"2.602600000E0,-3.901306241E1,2.229317852E1"
"2.635966667E0,-3.901306241E1,2.136429608E1"
"2.669333333E0,-3.901306241E1,1.764876633E1"
"2.702700000E0,-4.272859216E1,1.300435414E1"
"2.736066667E0,-4.365747460E1,7.431059507E0"
"2.769433333E0,-4.458635704E1,4.644412192E0"
"2.802800000E0,-4.551523948E1,9.288824383E-1"
"2.836166667E0,-4.551523948E1,-7.431059507E0"
"2.869533333E0,-4.644412192E1,-1.579100145E1"
"2.902900000E0,-4.272859216E1,-2.322206096E1"
"2.936266667E0,-3.808417997E1,-3.065312046E1"
"2.969633333E0,-3.436865022E1,-3.436865022E1"
"3.003000000E0,-2.972423803E1,-4.458635704E1"
"3.036366667E0,-1.486211901E1,-5.294629898E1"
"3.069733333E0,-7.431059507E0,-5.201741655E1"
"3.103100000E0,-1.857764877E0,-5.108853411E1"
"3.136466667E0,9.288824383E0,-5.015965167E1"
